id,base_url,url,views,favorites,medium,Average_Hue,Average_Saturation,Average_Value,Average_Hue_Roughness,Average_Saturation_Roughness,Average_Value_Roughness,Value_Contrast,Color_Contrast,frontal_face,profile_face,face_x,face_y,face_size,eye_size,number_of_visible_eyes,eye_x_in_face,eye_y_in_face,eye_x_in_img,eye_y_in_img,HUE_PALETTE_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,HUE_PALETTE_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,HUE_PALETTE_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,HUE_PALETTE_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,HUE_PALETTE_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5,HUE_PALETTE_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,SAT_PALETTE_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,SAT_PALETTE_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,SAT_PALETTE_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,SAT_PALETTE_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,SAT_PALETTE_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5,SAT_PALETTE_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,VAL_PALETTE_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,VAL_PALETTE_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,VAL_PALETTE_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,VAL_PALETTE_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,VAL_PALETTE_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5,VAL_PALETTE_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6_6,num_unique_hues,num_unique_sat,num_unique_vals,is_frontal_face,is_profile_face,face_x_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,face_x_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,face_x_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,face_x_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,face_x_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5,face_y_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,face_y_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,face_y_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,face_y_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,face_y_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5,eye_x_in_img_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,eye_x_in_img_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,eye_x_in_img_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,eye_x_in_img_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,eye_x_in_img_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5,eye_y_in_img_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1,eye_y_in_img_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,eye_y_in_img_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3_3,eye_y_in_img_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4,eye_y_in_img_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5_5,HUE_PALETTE_60,HUE_PALETTE_120,HUE_PALETTE_180,HUE_PALETTE_240,HUE_PALETTE_300,HUE_PALETTE_360,SAT_PALETTE_42,SAT_PALETTE_84,SAT_PALETTE_126,SAT_PALETTE_168,SAT_PALETTE_210,SAT_PALETTE_252,VAL_PALETTE_42,VAL_PALETTE_84,VAL_PALETTE_126,VAL_PALETTE_168,VAL_PALETTE_210,VAL_PALETTE_252,face_x_20,face_x_40,face_x_60,face_x_80,face_x_100,face_y_20,face_y_40,face_y_60,face_y_80,face_y_100,eye_x_in_img_20,eye_x_in_img_40,eye_x_in_img_60,eye_x_in_img_80,eye_x_in_img_100,eye_y_in_img_20,eye_y_in_img_40,eye_y_in_img_60,eye_y_in_img_80,eye_y_in_img_100
20,http://snowwire.deviantart.com/art/Red-610354786,http://pre03.deviantart.net/b856/th/pre/f/2016/142/6/7/red_by_snowwire-da3e0rm.png,134,33,Digital Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21,http://art-by-doc.deviantart.com/art/In-The-Saddle-Of-A-Whirlwind-610325368,http://pre04.deviantart.net/452b/th/pre/i/2016/142/6/2/in_the_saddle_of_a_whirlwind_by_art_by_doc-da3de2g.jpg,478,152,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
22,http://ponyania.deviantart.com/art/Inner-Magic-610283185,http://img15.deviantart.net/e50a/i/2016/142/1/2/inner_magic_by_ponyania-da3chip.jpg,303,90,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
23,http://someone-else79.deviantart.com/art/Can-You-Save-My-Heavy-Dirty-Soul-610340870,http://pre14.deviantart.net/2143/th/pre/f/2016/142/d/b/julie_watercolor_6_1__2__by_someone_else79-da3dq12.jpg,54,20,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
24,http://myway8d.deviantart.com/art/Smile-For-Me-610316209,http://pre07.deviantart.net/bca1/th/pre/i/2016/142/2/d/smile_for_me_by_myway8d-da3d701.jpg,21,10,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
25,http://amoxes.deviantart.com/art/The-love-of-music-610300820,http://pre07.deviantart.net/5665/th/pre/i/2016/142/b/b/the_love_of_music_by_amoxes-da3cv4k.jpg,22,8,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
26,http://gabrielmadrasse.deviantart.com/art/Watercolor-portrait-610369271,http://pre02.deviantart.net/510f/th/pre/i/2016/142/c/9/watercolor_portrait_by_gabrielmadrasse-da3ebxz.jpg,21,7,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
27,http://wanderingsketchpad.deviantart.com/art/Watercolor-pink-610288985,http://pre13.deviantart.net/ecc6/th/pre/i/2016/142/4/1/watercolor___pink_by_wanderingsketchpad-da3clzt.jpg,14,6,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
28,http://vlnrebel.deviantart.com/art/Drogo-610309056,http://orig00.deviantart.net/41cb/f/2016/142/f/0/tumblr_n4umkdgyg41tvszr7o1_400_by_vlnrebel-da3d1hc.jpg,10,5,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
29,http://loretana.deviantart.com/art/Portrait-of-a-girl-610370068,http://pre15.deviantart.net/12c7/th/pre/i/2016/142/0/0/portrait_of_a_girl_by_loretana-da3eck4.jpg,18,5,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
30,http://shysheepychoo.deviantart.com/art/Melancholia-When-Blue-meets-Red-610326349,http://orig07.deviantart.net/db39/f/2016/142/9/8/melancholia__when_blue_meets_red_by_shysheepychoo-da3detp.jpg,11,4,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
31,http://anastasia-sereda.deviantart.com/art/self-portreit-watercolor-610305886,http://pre04.deviantart.net/4977/th/pre/i/2016/142/4/3/self_portreit_watercolor_by_anastasia_sereda-da3cz1a.jpg,20,4,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
32,http://jarofbrushes.deviantart.com/art/Portrait-of-Peter-Capaldi-610299367,http://pre02.deviantart.net/4fa0/th/pre/i/2016/142/6/a/portrait_of_peter_capaldi_by_jarofbrushes-da3cu07.jpg,8,4,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
33,http://sona1984.deviantart.com/art/Self-portrait-610343736,http://pre09.deviantart.net/e377/th/pre/i/2016/142/6/4/self_portrait__by_sona1984-da3ds8o.jpg,10,4,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
34,http://klerr96.deviantart.com/art/Rose-610459484,http://img07.deviantart.net/6707/i/2016/142/b/c/rose__by_klerr96-da3g9jw.jpg,8,4,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
35,http://nikolai-ink.deviantart.com/art/10-Chapter-Three-The-Bare-Back-Beauty-610293213,http://pre03.deviantart.net/0305/th/pre/i/2016/142/7/3/10___chapter_three___the_bare_back_beauty_by_nikolai_ink-da3cp99.jpg,12,3,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
36,http://witchofcountryside.deviantart.com/art/Lord-of-the-Rings-Legolas-610290317,http://orig02.deviantart.net/721e/f/2016/142/0/6/lord_of_the_rings___legolas_by_witchofcountryside-da3cn0t.jpg,6,3,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
37,http://drake22ice.deviantart.com/art/Nanner-610300450,http://orig11.deviantart.net/c6ce/f/2016/142/1/6/nanner_by_drake22ice-da3cuua.jpg,11,3,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
38,http://anetakarnicka.deviantart.com/art/SELF-PORTRAIT-610313672,http://pre11.deviantart.net/e378/th/pre/i/2016/142/9/8/self_portrait_by_anetakarnicka-da3d51k.jpg,14,3,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
39,http://peritum.deviantart.com/art/A-Long-Destination-610352640,http://orig15.deviantart.net/dfe1/f/2016/142/8/c/10389358_839792429375105_400275242394257118_n_by_peritum-da3dz40.jpg,8,3,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
40,http://shiro-yuuu.deviantart.com/art/Happy-Birthday-Jo-610302339,http://img09.deviantart.net/2ed4/i/2016/142/9/1/happy_birthday_jo_by_shiro_yuuu-da3cwar.jpg,10,3,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
41,http://justicewolf337.deviantart.com/art/1967-mustang-painting-complete-610405620,http://img10.deviantart.net/fbfd/i/2016/142/f/3/1967_mustang_painting_complete_by_justicewolf337-da3f3zo.jpg,13,3,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
42,http://doughnutzz.deviantart.com/art/Watercolor-practice-oslo-paper-610476581,http://pre05.deviantart.net/0734/th/pre/i/2016/142/e/8/watercolor_practice__oslo_paper_by_doughnutzz-da3gmqt.jpg,5,2,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
43,http://rbrain98.deviantart.com/art/Another-Untitled-610390157,http://pre15.deviantart.net/fbff/th/pre/i/2016/142/c/a/another_untitled_by_rbrain98-da3es25.jpg,8,2,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
44,http://barrieramseyart.deviantart.com/art/Mo-2016-610377053,http://pre09.deviantart.net/012d/th/pre/i/2016/142/b/a/mo__2016__by_barrieramseyart-da3ehy5.jpg,9,2,Traditional Art,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
